 Which k-point you are on :            1
 ******************************* 
 ******************************* 
 start for in =               1
  Vcoulb n1   ig   ga  gb  gc      
     1.13536772       1     759       2       3       5
     1.14644474       1     760       3       3       5
     1.09406771       1     761       4       3       5
     1.00023216       1     762       5       3       5
     0.49281472       1     763      -6       3       5
     0.54340707       1     764      -5       3       5
     0.60357230       1     765      -4       3       5
     0.67527325       1     766      -3       3       5
     0.76016736       1     767      -2       3       5
     0.85825732       1     768      -1       3       5
     0.89866777       1     769       0       4       5
     0.99285027       1     770       1       4       5
     1.06588956       1     771       2       4       5
     1.09406771       1     772       3       4       5
     1.06588956       1     773       4       4       5
     0.99285027       1     774       5       4       5
     0.47348107       1     775      -6       4       5
     0.51989109       1     776      -5       4       5
     0.57463251       1     777      -4       4       5
     0.63931705       1     778      -3       4       5
     0.71532362       1     779      -2       4       5
     0.80282621       1     780      -1       4       5
     0.81872531       1     781       0       5       5
     0.89866777       1     782       1       5       5
     0.96487703       1     783       2       5       5
     1.00023216       1     784       3       5       5
     0.99285027       1     785       4       5       5
     0.94538255       1     786       5       5       5
     0.45206542       1     787      -6       5       5
     0.49370994       1     788      -5       5       5
     0.54221408       1     789      -4       5       5
     0.59871124       1     790      -3       5       5
     0.66407391       1     791      -2       5       5
     0.73821975       1     792      -1       5       5
     0.52521253       1     793       0      -6       5
     0.51989109       1     794       1      -6       5
     0.50873115       1     795       2      -6       5
     0.49281472       1     796       3      -6       5
     0.47348107       1     797       4      -6       5
     0.45206542       1     798       5      -6       5
     0.44467055       1     799      -6      -6       5
     0.46651204       1     800      -5      -6       5
     0.48668168       1     801      -4      -6       5
     0.50389059       1     802      -3      -6       5
     0.51677483       1     803      -2      -6       5
